id,application_status,listing_status,company,role,level,original_url,source_url,source,location,remote_policy,stack,salary,posted_at,found_at,match_score,stage_reached,decision_reason,applied_at,response_at,next_action,next_action_date,cv_version,cover_letter,contact_name,contact_url,verified_at,first_party_verified,apply_verified,last_update,notes
job-0090,not_started,unknown,Golf GameBook,Frontend Developer,Junior/Middle,https://careers.golfgamebook.com/jobs/8038254-frontend-developer,https://www.linkedin.com/jobs/view/4450338017/,LinkedIn,"Espoo, Finland",On-site,React; TypeScript; JavaScript; HTML; CSS; Redux Toolkit; Playwright,Unknown,,2026-08-11,8,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,"Excellent technical fit, but the official vacancy explicitly requires full-time on-site work in Espoo, Finland."
job-0091,not_started,unknown,Movify Luxembourg,React Developer,Middle,https://www.movify.lu/careers/react-developer,https://www.linkedin.com/jobs/view/4449205539/,LinkedIn,Luxembourg,Country-specific,React; TypeScript; JavaScript; REST APIs; React Hooks; React Router; Redux,Unknown,,2026-08-11,7,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Official role is a Luxembourg full-time employee position and requires native French plus fluent English; not compatible with current Serbia-based search.
job-0092,not_started,closed,AND Digital,Frontend Developer Amsterdam (React),Unknown,https://www.and.digital/nl-nl/join/open-roles,https://www.linkedin.com/jobs/view/4448880366/,LinkedIn,"Amsterdam, Netherlands",Hybrid,React; Frontend,Unknown,,2026-08-11,,None,closed_before_application,,,,,,,,,,unknown,unknown,2026-08-11,"Fresh LinkedIn card, but AND Digital's current official open-roles page does not list this frontend position. Netherlands employment is also normally hybrid with substantial on-site time."
job-0093,not_started,unknown,Spait Infotech,Frontend Developer,Unknown,,https://www.linkedin.com/jobs/view/4449375841/,LinkedIn,Ireland,Country-specific,Frontend,Unknown,,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,LinkedIn listing is Ireland-specific and no reliable first-party employer/application page was confirmed; not actionable from Serbia.
job-0094,applied,unknown,SolutionLab,Front-end developer (React),Junior/Middle,https://solutionlab.net/careers/front-end-developer-react,https://www.linkedin.com/jobs/view/4450540694/,LinkedIn,"Vilnius, Lithuania / Flexible",Unclear,React; React Native; JavaScript; TypeScript; REST APIs; TDD,"€1,000–€5,000+ net/month",,2026-08-11,8.5,Applied,,2026-08-11,,follow-up,2026-08-18,frontend-2026-08,no,,,,unknown,unknown,2026-08-16,Application submitted by user on 2026-08-11 through SolutionLab's general contact form because the vacancy/application links and careers page were broken or empty. LinkedIn profile URL was included in the message; cross-border employment from Serbia remains to be confirmed if they respond.
job-0095,not_started,unknown,OneJar,Junior Full-Stack Engineer,Junior,https://jobs.one-jar.com/,https://www.linkedin.com/jobs/view/4451100849/,LinkedIn,Two listed work locations / Remote,Country-specific,Full-stack,Unknown,,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,"Vacancy is active, but the application form requires choosing one of two specific preferred work locations and Serbia is not available. User stopped before submission on 2026-08-11; remote label is not sufficient for Serbia eligibility."
job-0096,not_started,unknown,Hire Feed (linkedin-4451380936),Fullstack Developer (React/Node.js) (Remote),Unknown,,https://www.linkedin.com/jobs/view/4451380936/,LinkedIn,European Union / Remote,Europe,React; Node.js,Unknown,,2026-08-11,,None,other,,,,,,,,,,unknown,unknown,2026-08-16,Opaque intermediary listing with no reliable first-party employer/application route confirmed; LinkedIn also scopes the role to the European Union.
job-0097,not_started,unknown,Hire Feed (linkedin-4451397328),Senior Frontend Software Engineer (Typescript) (Remote),Senior,,https://www.linkedin.com/jobs/view/4451397328/,LinkedIn,European Union / Remote,Europe,TypeScript; Frontend,Unknown,,2026-08-11,,None,seniority_too_high,,,,,,,,,,unknown,unknown,2026-08-16,Senior is explicit in the title and the listing is also EU-scoped; hard blocker.
job-0098,not_started,unknown,ClickUp,Staff Frontend Engineer,Senior,,https://www.linkedin.com/jobs/view/4393491848/,LinkedIn,Hungary / Remote,Country-specific,Frontend,Unknown,,2026-08-11,,None,duplicate_listing,,,,,,,,,,unknown,unknown,2026-08-11,Duplicate location variant of job-0046 / the already tracked ClickUp Staff Frontend Engineer family; still a Staff-level mismatch.
job-0099,not_started,unknown,Homeward,"Software Engineer, Front-end (Latin America)",Unknown,,https://himalayas.app/companies/homeward/jobs/software-engineer-front-end-latin-america,Himalayas,Argentina; Bolivia; Brazil; Chile; Colombia; Costa Rica; Cuba; Dominican Republic; Ecuador; El Salvador; Guatemala; Haiti; Honduras; Mexico; Nicaragua; Panama; Paraguay; Peru; Uruguay; Venezuela,Unclear,,Unknown,2026-08-10,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Latin America; Serbia is outside the allowed geography.
job-0100,not_started,unknown,FCamara,Desenvolvedor Frontend Angular - Pleno,Unknown,,https://himalayas.app/companies/fcamara/jobs/desenvolvedor-frontend-angular-pleno,Himalayas,Brazil,Unclear,,Unknown,2026-08-10,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Brazil; Serbia is outside the allowed geography.
job-0101,not_started,unknown,FCamara,Desenvolvedor Front-end Engineer - Pleno,Unknown,,https://himalayas.app/companies/fcamara/jobs/desenvolvedor-front-end-engineer-pleno,Himalayas,Brazil,Unclear,,Unknown,2026-08-10,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Brazil; Serbia is outside the allowed geography.
job-0102,not_started,closed,REW Technology,Front End Engineer,Unknown,https://rewtechnology.com/careers/,https://himalayas.app/companies/rew-technology/jobs/front-end-engineer,Himalayas,Worldwide,Unclear,,Unknown,2026-08-09,2026-08-11,,None,closed_before_application,,,,,,,,,2026-08-11,yes,no,2026-08-11,Official REW Technology careers page checked on 2026-08-11 is live but no longer lists Front End Engineer among open roles.
job-0103,not_started,unknown,Mindrift,Freelance Frontend Developer (Landing Pages & Websites),Unknown,,https://himalayas.app/companies/mindrift/jobs/freelance-frontend-developer-landing-pages-websites-7686352019,Himalayas,Brazil,Unclear,,Unknown,2026-08-09,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Brazil; Serbia is outside the allowed geography.
job-0104,not_started,unknown,FCamara,Pessoa Desenvolvedora Front-end (Desenvolvedor de IA Conversacional) - Pleno,Unknown,,https://himalayas.app/companies/fcamara/jobs/pessoa-desenvolvedora-front-end-desenvolvedor-de-ia-conversacional-pleno,Himalayas,Brazil,Unclear,,Unknown,2026-08-09,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Brazil; Serbia is outside the allowed geography.
job-0105,not_started,unknown,Cuponomia,Desenvolvedor(a) Front-End Júnior | Pleno,Unknown,,https://himalayas.app/companies/cuponomia/jobs/desenvolvedor-a-front-end-junior-pleno,Himalayas,Brazil,Unclear,,Unknown,2026-08-09,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Brazil; Serbia is outside the allowed geography.
job-0106,not_started,unknown,Mindrift,Freelance Frontend Developer (Landing Pages & Websites),Unknown,,https://himalayas.app/companies/mindrift/jobs/freelance-frontend-developer-landing-pages-websites-6692025130,Himalayas,Saudi Arabia,Unclear,,Unknown,2026-08-09,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Saudi Arabia; Serbia is outside the allowed geography.
job-0107,not_started,unknown,ASRC Federal,Geospatial Front-End Developer,Unknown,,https://himalayas.app/companies/asrc-federal/jobs/geospatial-front-end-developer-1935918062,Himalayas,United States,Unclear,,Unknown,2026-08-08,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to the United States; Serbia is outside the allowed geography.
job-0108,not_started,unknown,Worky,Frontend Developer,Unknown,,https://himalayas.app/companies/worky/jobs/frontend-developer,Himalayas,Colombia; Mexico,Unclear,,Unknown,2026-08-08,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Colombia or Mexico; Serbia is outside the allowed geography.
job-0109,not_started,unknown,BigBinary,React Native Engineer,Unknown,,https://himalayas.app/companies/bigbinary/jobs/react-native-engineer,Himalayas,India,Unclear,,Unknown,2026-08-10,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to India; Serbia is outside the allowed geography.
job-0110,not_started,open,Devoteam,Nearshore Sector | Mid Fullstack Java/React Developer,Unknown,https://www.devoteam.com/jobs/126599455624307398/,https://himalayas.app/companies/devoteam/jobs/nearshore-sector-mid-fullstack-java-react-developer,Himalayas,Portugal,Unclear,,Unknown,2026-08-10,2026-08-11,,None,role_not_frontend,,,,,,,,,2026-08-11,yes,yes,2026-08-12,User closed this lead on 2026-08-12 because the role has a strong backend/full-stack Java focus and is not aligned with the frontend target.
job-0111,not_started,open,TalentCross,"1225 - 410MOS | Full Stack Engineer (React, Node.js, PostgreSQL, Web Scraping, A",Unknown,https://www.careers-page.com/talentcross/job/RYY35936,https://himalayas.app/companies/talentcross/jobs/1225-410mos-full-stack-engineer-react-node-js-postgresql-web-scraping-a,Himalayas,Worldwide,Unclear,,Unknown,2026-08-09,2026-08-11,,None,other,,,,,,,,,2026-08-11,yes,yes,2026-08-12,User closed this lead on 2026-08-12 because the engagement is effectively freelance/project work without the team collaboration expected from the target role.
job-0112,not_started,unknown,Pavago,Shopify Web Developer,Unknown,,https://himalayas.app/companies/pavago/jobs/shopify-web-developer-9768688693,Himalayas,Pakistan,Unclear,,Unknown,2026-08-10,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Pakistan; Serbia is outside the allowed geography.
job-0113,not_started,unknown,Spektra Systems,AI-Native Web Developer,Unknown,,https://himalayas.app/companies/spektra-systems/jobs/ai-native-web-developer-5286226654,Himalayas,United States,Unclear,,Unknown,2026-08-09,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to the United States; Serbia is outside the allowed geography.
job-0114,not_started,unknown,Pavago,Shopify Web Developer,Unknown,,https://himalayas.app/companies/pavago/jobs/shopify-web-developer,Himalayas,Philippines,Unclear,,Unknown,2026-08-08,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to the Philippines; Serbia is outside the allowed geography.
job-0115,not_started,unknown,allego,Web Developer,Unknown,,https://himalayas.app/companies/allego/jobs/web-developer,Himalayas,Colombia,Unclear,,Unknown,2026-08-08,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Colombia; Serbia is outside the allowed geography.
job-0116,not_started,unknown,Netomi,SDE II - Frontend,Unknown,,https://himalayas.app/companies/netomi/jobs/sde-ii-frontend-9690587356,Himalayas,India,Unclear,,Unknown,2026-08-08,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to India; Serbia is outside the allowed geography.
job-0117,not_started,unknown,IXILIX,Front End Developer,Unknown,,https://himalayas.app/companies/ixilix/jobs/front-end-developer,Himalayas,Worldwide,Unclear,,Unknown,2026-08-07,2026-08-11,,None,seniority_too_high,,,,,,,,,,unknown,unknown,2026-08-11,Current public role requires 4+ years of frontend experience plus commercial slots/PIXI.js or game-engine experience.
job-0118,not_started,unknown,Revvity,Front-End AI Co-op Marketing - REMOTE (Fall 2026),Unknown,,https://himalayas.app/companies/revvity/jobs/front-end-ai-co-op-marketing-remote-fall-2026,Himalayas,Canada,Unclear,,Unknown,2026-08-07,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to Canada; Serbia is outside the allowed geography.
job-0119,not_started,unknown,mercor,Frontend Engineer - AI Coding Expert,Unknown,,https://himalayas.app/companies/mercor/jobs/frontend-engineer-ai-coding-expert-6126904067,Himalayas,Germany,Unclear,,Unknown,2026-08-07,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,The exact Himalayas role is Germany-scoped; keep Mercor's separate general frontend talent network as a separate lead.
job-0120,not_started,unknown,Clera,Full Stack Frontend Engineer,Unknown,,https://himalayas.app/companies/clera/jobs/full-stack-frontend-engineer,Himalayas,United States,Unclear,,Unknown,2026-08-07,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to the United States; Serbia is outside the allowed geography.
job-0121,not_started,unknown,Careerswift,Frontend Developer (React) – Junior / Middle,Unknown,,https://himalayas.app/companies/careerswift/jobs/frontend-developer-react-junior-middle,Himalayas,United States,Unclear,,Unknown,2026-08-07,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to the United States; Serbia is outside the allowed geography.
job-0122,not_started,unknown,AI2CYBER,Frontend Developer,Unknown,,https://himalayas.app/companies/ai2cyber/jobs/frontend-developer-4129067050,Himalayas,Greece,Unclear,,Unknown,2026-08-06,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,The role is Greece-scoped and public employer text says it is available only to Greek residents.
job-0123,not_started,unknown,Black Financial Consult,FRONTEND ENGINEER,Unknown,,https://himalayas.app/companies/black-financial-consult/jobs/frontend-engineer,Himalayas,United States,Unclear,,Unknown,2026-08-06,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to the United States; Serbia is outside the allowed geography.
job-0124,apply,open,micro1,Frontend Software Engineer,Unknown,https://jobs.micro1.ai/post/aa022f40-ca04-4794-8791-5f9378400f4f,https://himalayas.app/companies/micro1/jobs/frontend-software-engineer-3853610194,Himalayas,Worldwide,Global,TypeScript; CSS3; Responsive Web Design; Component Style Guides; Design Systems; Accessibility; UI Performance Optimization,$40 - $50/hour,2026-08-04,2026-08-11,9,None,,,,complete micro1 AI interview,,,,,,2026-08-11,yes,yes,2026-08-11,Micro1 emails on 2026-08-05 and 2026-08-06 confirm an incomplete application and pending AI interview; do not submit a duplicate application.
job-0125,not_started,unknown,Freelancerprox,Frontend Developer - Intern,Unknown,,https://himalayas.app/companies/freelancerprox/jobs/frontend-developer-intern-7994962,Himalayas,India,Unclear,,Unknown,2026-08-07,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,"Himalayas restricts this internship to India; internship level itself is acceptable, geography is the blocker."
job-0126,not_started,unknown,Mactores,"Full Stack Product Engineer, Agent Native",Unknown,,https://himalayas.app/companies/mactores/jobs/full-stack-product-engineer-agent-native,Himalayas,India,Unclear,,Unknown,2026-08-07,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-11,Himalayas restricts this role to India; Serbia is outside the allowed geography.
job-0127,not_started,open,ElevenLabs,"Growth Engineer, Website",Unknown,https://elevenlabs.io/careers/71992118-5b37-4a4a-a862-99e82e02916f/website-growth-engineer,https://hirify.me/frontend-dev-jobs,Hirify,Remote worldwide,Global,React; TypeScript; Next.js; Python; FastAPI; SEO; A/B Testing,Unknown,,2026-08-11,8,None,other,,,,,,,,,2026-08-21,yes,yes,2026-08-21,"Fresh Hirify 822568 resolves to the current ElevenLabs Website Growth Engineer repost; the official role and Apply route were live on 2026-08-21. The user's prior not-a-fit decision remains because the role requires strong growth experimentation, analytics, funnels, SQL, and autonomous measurable impact."
job-0128,not_started,unknown,Undisclosed (hirify-652587),Frontend Engineer (Payments),Unknown,,https://hirify.me/jobs/652587-frontend-engineer-typescript,Hirify,Remote global,Global,TypeScript; Web Components; Accessibility; Frontend Performance; Payments,Unknown,,2026-08-11,,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-16,"Resolved on 2026-08-12 as Primer's live Frontend Engineer / Software Engineer III Frontend role. The official Primer Ashby listing is remote but limited to Hungary, Poland, Portugal, Romania, and South Africa; Serbia is not an eligible hiring location. The exact first-party URL is already canonical on job-0004, so this watchlist lead is screened out without duplicating that original_url."
job-0129,not_started,unknown,Undisclosed (hirify-job-0129),Frontend Engineer (React/TypeScript),Unknown,,https://hirify.me/frontend-dev-jobs,Hirify,Poland / Europe / South Africa (Hirify metadata),Unclear,React; TypeScript; Frontend Performance,Unknown,,2026-08-11,,None,other,,,,,,,,,,unknown,unknown,2026-08-16,The Hirify watchlist lead could not be reliably reconstructed after the feed refreshed. User confirmed on 2026-08-12 to close the unresolved lead rather than keep it in To verify.
job-0130,applied,open,Quinncia,Frontend Developer,Junior/Middle,,https://hirify.me/jobs/656267-frontend-developer-ai,Hirify,Remote worldwide,Global,JavaScript; TypeScript; React; Next.js; GraphQL; Jest; Webpack; Sass,$20K-$35K/year,,2026-08-12,8.5,Applied,,2026-08-12,,,,frontend-2026-08,,,,2026-08-16,unknown,unknown,2026-08-16,"Application submitted by user on 2026-08-12. Reclassified 2026-08-16: original_url pointed to Wellfound's own native listing, not a verified external employer/ATS page (see docs/sources/wellfound.md); first_party_verified/apply_verified reset to unknown, original_url cleared."
job-0131,not_started,open,Constructor Tech,Frontend Engineer Intern,Intern,https://job-boards.eu.greenhouse.io/constructortech/jobs/4772104101,https://hirify.me/jobs/346013-frontend-engineer-intern,Hirify,"Belgrade, Serbia / Remote",Serbia,JavaScript; React; Vue; Angular; HTML; CSS,Unknown,,2026-08-12,,None,other,,,,,,,,,2026-08-12,yes,yes,2026-08-12,"User confirmed this lead should be closed as unsuitable on 2026-08-12. The official Greenhouse application requires the candidate to currently be pursuing a degree in Computer Science, Software Engineering, or a related field; current profile has no active student status."
job-0132,applied,open,Zensors,Frontend Web Developer React/Typescript (Remote),Junior/Middle,https://careers.zensors.com/jobs/Qc_VY1AEfbC5/frontend-web-developer-react-typescript-remote,https://weworkremotely.com/remote-jobs/zensors-frontend-web-developer-react-typescript-remote,We Work Remotely,Remote,Unclear,JavaScript; React; CSS; SCSS; Component-driven UI; Git; Node.js; Docker; PostgreSQL,Unknown,2026-07-16,2026-08-12,8.0,Applied,,2026-08-12,,,,frontend-2026-08,,,,2026-08-12,yes,yes,2026-08-16,Application submitted by user on 2026-08-12 via another available Zensors application form because the Frontend Web Developer form was blocked by a reCAPTCHA Enterprise quota error. Resume summary explicitly asked Zensors to consider the application for job-0132.
job-0133,applied,open,Maker,Product Engineer (Remote),Unknown,https://maker.freshteam.com/jobs/kYarXZxgdAms/product-engineer-remote,https://app.welcometothejungle.com/jobs/_d8K_QyU,Welcome to the Jungle,Remote Europe / preferred Portugal,Europe,TypeScript; ReScript; React; HTMX; Node.js; Vercel; AWS; Fastly; Cloudflare; AI Tools; Ecommerce,Unknown,,2026-08-12,7.5,Applied,,2026-08-12,,,,frontend-2026-08,,,,2026-08-12,yes,yes,2026-08-16,Application submitted by user on 2026-08-12.
job-0134,not_started,open,Base.com,Full-Stack Developer (React + AWS),Middle,https://apply.workable.com/base-com/j/F6F9EF841F,https://weworkremotely.com/remote-jobs/base-com-full-stack-developer-react-aws,We Work Remotely,Poland / Remote,Country-specific,React; TypeScript; React Router; Tailwind CSS; shadcn/ui; Radix UI; REST APIs; AWS; Testing,Unknown,,2026-08-12,8.0,None,geo_restriction,,,,,,,,,2026-08-12,yes,yes,2026-08-12,"WWR labels the role Anywhere in the World, but Base.com's first-party Workable vacancy is tied to Poland locations and remote work there. Strong React/TypeScript/component-library fit, but Poland-specific hiring makes it non-actionable from Serbia."
job-0135,not_started,unknown,Business Web Solutions,Web Developer Intern,Intern,,https://weworkremotely.com/remote-jobs/business-web-solutions-web-developer-intern,We Work Remotely,Remote worldwide,Global,Website Development; Responsive Web Design; Frontend Components; SEO; Testing; Backend Tasks,Performance-based stipend,,2026-08-12,5.5,None,stack_mismatch,,,,,,,,,,unknown,unknown,2026-08-12,"WWR explicitly says applicants from all regions are accepted and the internship lasts 1-6 months, but the description provides no concrete React, TypeScript, Next.js, HTML/CSS or comparable modern frontend stack signals. It therefore fails the broad-filter requirement for at least two strong frontend signals. No first-party careers page was confirmed."
job-0136,not_started,unknown,Remote VA,Web Developer (BigCommerce Experience Required),Unknown,,https://weworkremotely.com/remote-jobs/remote-va-web-developer-bigcommerce-experience-required,We Work Remotely,Remote worldwide,Global,BigCommerce; HTML; CSS; JavaScript; Responsive Web Design; SEO,$700/month,,2026-08-12,6.5,None,salary_too_low,,,,,,,,,,unknown,unknown,2026-08-12,"Broad-filter web/commerce role with concrete HTML, CSS, JavaScript, responsive design and BigCommerce signals, but advertised compensation is $700/month, below the profile minimum of $1,000/month. WWR provides an email application route; no first-party vacancy page was confirmed."
job-0137,not_started,open,MyTraffic,Software Engineer - (M/F),Junior/Middle,https://mytraffic.teamtailor.com/jobs/7509093-software-engineer-m-f,https://www.welcometothejungle.com/es/companies/mytraffic/jobs/software-engineer-m-f_madrid_MYTRA_43OWOmJ,Welcome to the Jungle,"Madrid, Spain / Fully Remote",Country-specific,React; TypeScript; FastAPI; Python; LLMs; RAG; PostgreSQL; PostGIS; BigQuery; AWS; GCP; SQL,Around €30K/year,,2026-08-12,5.5,None,role_not_frontend,,,,,,,,,2026-08-12,yes,yes,2026-08-12,"First-party Teamtailor role is live and asks for 1-2 years of Software Engineer experience, with React/TypeScript on the frontend. However the actual scope spans database design, deep SQL, FastAPI, RAG/LLM pipelines and data ingestion; this is backend/data/AI-heavy and fails the broad frontend filter."
job-0138,not_started,closed,Zen Educate,Product Engineer (Remote - EMEA),Unknown,https://jobs.lever.co/zeneducate,https://www.welcometothejungle.com/fr/companies/zen-educate/jobs/product-engineer-remote-emea_london_lvqs75nq,Welcome to the Jungle,Remote EMEA / UK timezone ±6 hours,EMEA,React; React Native; Ruby on Rails,Unknown,,2026-08-12,8.0,None,closed_before_application,,,,,,,,,2026-08-12,yes,no,2026-08-12,"WTTJ surfaces a recent Remote-EMEA Product Engineer card, but Zen Educate's current first-party Lever board no longer lists the EMEA vacancy and shows only the US Product Engineer opening. Recorded as stale/closed to prevent rediscovery. Retry of a valid operation whose first runner push lost a race with an unrelated main-branch merge."
job-0139,not_started,closed,Giant Swarm,Frontend Engineer,Unknown,https://www.giantswarm.io/careers,https://app.welcometothejungle.com/jobs/0bVo47n2,Welcome to the Jungle,Remote Europe / UK,Europe,React; TypeScript; JavaScript; Backstage; Kubernetes; Node.js; Go; Jest; CI/CD; OAuth; OIDC,€50K-€80K,,2026-08-12,7.5,None,closed_before_application,,,,,,,,,2026-08-12,yes,no,2026-08-12,"WTTJ has a strong Europe/UK remote frontend card built around React and TypeScript, but Giant Swarm's official careers page checked today explicitly says there are no open positions. Recorded as closed to prevent stale rediscovery. Kubernetes/platform depth would also be a stretch if the role reopens."
job-0140,not_started,unknown,Dalma,Frontend Engineer Intern (React / React Native),Intern,,https://www.welcometothejungle.com/en/companies/dalma/jobs/frontend-engineer-intern-react-react-native_paris,Welcome to the Jungle,"Paris, France / occasional remote",Hybrid,React; TypeScript; React Native; Tailwind CSS; Design System; REST APIs,€1.3K+/month,,2026-08-12,9.0,None,geo_restriction,,,,,,,,,,unknown,unknown,2026-08-12,"Excellent technical internship fit: production React/TypeScript, React Native, Tailwind and shared design-system work with senior mentoring. Hard blockers are Paris-based occasional remote and the must-have requirement that the candidate is currently Bac+4/Bac+5. WTTJ currently exposes Apply, but no separate first-party vacancy page was confirmed."
job-0141,not_started,closed,StrangeBee,Junior React / TypeScript Software Engineer,Junior,https://careers.strangebee.com/jobs/7500043-junior-react-typescript-software-engineer,https://www.welcometothejungle.com/en/companies/strangebee/jobs/junior-react-typescript-software-engineer_paris,Welcome to the Jungle,France / Hybrid,Hybrid,TypeScript; React; React Router; Storybook; AntD; React Query; react-hook-form; Vitest; React Testing Library; Git; CI; Claude Code,€35K-€45K/year,,2026-08-12,9.5,None,closed_before_application,,,,,,,,,2026-08-12,yes,no,2026-08-12,"Extremely strong junior frontend match on paper: React/TypeScript, design-system work, testing, CI and AI tooling. However the first-party Teamtailor job URL now returns 410 Gone and the current StrangeBee jobs board no longer lists the role, so the fresher-looking WTTJ card is stale."
job-0142,applied,unknown,Cogram,"Design Engineer, Technical Designer, or PM",Unknown,,https://www.ycombinator.com/companies/cogram/jobs/W8Qj6kZ-design-engineer-technical-designer-or-pm,YC Work at a Startup,,Europe,React; TypeScript; React Native; Python,€70K-€130K EUR + equity,,2026-08-12,9,Applied,,2026-08-13,,,,frontend-2026-08,,,,2026-08-12,no,no,2026-08-16,"High-priority broad-filter match. YC lists Remote within CET ±5 hours and 1+ years. Strong overlap with frontend/UI, design-to-code workflows, product ownership, and AI-augmented engineering. First-party listing and first-party Apply path still need verification."
job-0143,applied,unknown,aSim,"Software Engineer, Front End + Product",Unknown,,https://www.ycombinator.com/companies/asim/jobs/lBbFyIl-software-engineer-front-end-product,YC Work at a Startup,,Unclear,,$120K-$160K,,2026-08-12,8,Applied,,2026-08-13,,,,frontend-2026-08,,,,2026-08-12,no,no,2026-08-16,"Strong narrow-filter match. YC lists Full-time, Remote, Any experience (new grads ok), and visa sponsorship. Serbia eligibility is not stated and must be verified before application. First-party listing and first-party Apply path still need verification."
job-0144,applied,open,SerpApi,Junior Fullstack Engineer,Junior,https://serpapi.com/careers/junior-fullstack-engineer,https://news.ycombinator.com/item?id=48747976,Hacker News — Who is Hiring?,,Global,Ruby; Rails; MongoDB; JavaScript,$80k-$100k + profit share,,2026-08-12,8,Applied,,2026-08-13,,,,frontend-2026-08,,,,2026-08-12,yes,yes,2026-08-16,"Strong junior/global opportunity. Outside Austin, candidates are typically hired as independent contractors. Stack is less frontend-focused than target profile, but level and geography are unusually strong."
job-0145,rejected,open,Ojin,Product Engineer,Middle,https://ojin.ai/careers/4716174101,https://news.ycombinator.com/item?id=48753172,Hacker News — Who is Hiring?,,Europe,TypeScript; React; Node.js; Python; WebRTC; WebSockets; AWS,Unknown,,2026-08-12,7,Applied,,2026-08-17,2026-08-19,,,,,,,2026-08-12,yes,unknown,2026-08-23,Application submitted successfully by user on 2026-08-17.
job-0146,not_started,closed,Orbit,Product Engineer,Unknown,https://join.com/companies/orbit/16414503,https://news.ycombinator.com/item?id=48747976,Hacker News — Who is Hiring?,,Europe,TypeScript; Zod; tRPC; Node.js; AWS; React; Remix; React Native; Expo,Unknown,,2026-08-12,9,None,closed_before_application,,,,,,,,,2026-08-12,yes,no,2026-08-12,"Strong product/frontend fit from HN with EU remote positioning, TypeScript/React and agentic development. Official JOIN company page currently has no available jobs and the role is no longer open; retained to avoid rediscovery."
job-0147,applied,unknown,World Anvil,Entry/Junior React / JavaScript Developer,Junior,,https://discord.com/channels/102860784329052160/103882387330457600/1531942094728335522,Reactiflux Discord,Remote worldwide,Global,React; JavaScript; Node.js; Symfony; APIs,Unknown,2026-07-29,2026-08-13,9,Applied,,2026-08-13,,,,frontend-2026-08,,,,,unknown,unknown,2026-08-16,"Direct Reactiflux hiring post for one or two entry/junior developers; apply by email to contact@worldanvil.com with CV and cover letter, including involvement with TTRPGs, worldbuilding, or writing. Public first-party vacancy page was not found, so current availability should be confirmed."
job-0148,applied,open,ArtWod,Support Engineer,Junior/Middle,https://careers.artwod.com/?pos=pos-1784984993718,https://discord.com/channels/102860784329052160/103882387330457600/1532076376423923732,Reactiflux Discord,Remote worldwide,Global,Next.js; React; TypeScript; Tailwind CSS; Express; MongoDB; Redis; Playwright; Cypress,Unknown,2026-07-25,2026-08-13,8.5,Applied,,2026-08-13,,,,frontend-2026-08,,,,2026-08-13,yes,yes,2026-08-16,"Active first-party application form verified on 2026-08-13. Full-time role focused on investigating and fixing frontend/backend bugs, QA, and end-to-end product dry runs. The application emphasizes that this is not a 9-to-5 job and asks about handling pressure; review those expectations carefully."
